page,page_title,active_visitors
irs.gov/businesses/small-businesses-&-self-employed/questions-and-answers-for-the-additional-medicare-tax,Questions and Answers for the Additional Medicare Tax,12
irs.gov/businesses/small-businesses-&-self-employed/s-corporation-compensation-and-medical-insurance-issues,S Corporation Compensation and Medical Insurance Issues,12
irs.gov/charities-&-non-profits/exempt-organizations-select-check,EO Select Check,12
irs.gov/credits-&-deductions/individuals/earned-income-tax-credit/eitc-income-limits-maximum-credit-amounts,"2015 EITC Income Limits, Maximum Credit Amounts and Tax Law Updates",12
irs.gov/individuals/offer-in-compromise-1,Offer in Compromise,12
irs.gov/uac/contact-my-local-office-in-california,Contact My Local Office in California,12
irs.gov/uac/forms-and-publications-by-u.s.-mail,Forms and Publications by U.S. Mail,12
kids.usa.gov/three-branches-of-government/index.shtml,Three Branches of Government | Government for Kids | Grades K - 5 | Kids.gov,12
li-public.fmcsa.dot.gov/liview/pkg_registration.prc_option,Registration Options,12
mobile.weather.gov/?go2=get+weather,NWS Mobile Weather,12
my.usajobs.gov/applicant/profile/personalinformation,USAJOBS - Profile - Personal Information,12
myhealth.va.gov/mhv-portal-web/mhv.portal?_nfpb=true&_nfto=false&_pagelabel=securemessagingpage,My HealtheVet,12
nasa.gov/centers/hq/home/index.html,Welcome to NASA Headquarters | NASA,12
nasa.gov/index.html,NASA,12
nationsreportcard.gov/reading_math_2015/,NAEP - 2015 Mathematics & Reading Assessments,12
ncdc.noaa.gov/news/historical-probability-of-white-christmas,Are You Dreaming of a White Christmas? | National Centers for Environmental Information (NCEI) formerly known as National Climatic Data Center (NCDC),12
nlm.nih.gov/medlineplus/ency/article/003120.htm,Abdominal pain: MedlinePlus Medical Encyclopedia,12
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a601106-es.html,Ranitidina: MedlinePlus medicinas,12
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a689011-es.html,Metronidazol oral: MedlinePlus medicinas,12
nlm.nih.gov/medlineplus/spanish/ency/article/000206.htm,Úlcera péptica: MedlinePlus enciclopedia médica,12
nlm.nih.gov/medlineplus/spanish/ency/article/000246.htm,Síndrome del intestino irritable : MedlinePlus enciclopedia médica,12
nlm.nih.gov/medlineplus/spanish/ency/article/000353.htm,Hipotiroidismo: MedlinePlus enciclopedia médica,12
nlm.nih.gov/medlineplus/spanish/ency/article/000560.htm,Anemia: MedlinePlus enciclopedia médica,12
nlm.nih.gov/medlineplus/spanish/ency/article/003090.htm,Fiebre: MedlinePlus enciclopedia médica,12
nlm.nih.gov/medlineplus/spanish/ency/article/003475.htm,Examen de creatinina en la sangre: MedlinePlus enciclopedia médica,12
nlm.nih.gov/medlineplus/spanish/ency/article/003479.htm,Examen de bilirrubina en sangre: MedlinePlus enciclopedia médica,12
nps.gov/customcf/webcam/rd/dsp_webcam_image.cfm?webcam=56868082f6d1c0684bc473899d0af3784984e6619eaccfaf9abc5f97b6158806def4d09d9492891a82990702&thumbnail=56868082f6d1c0684bc473899d0af3784984e67b94bccde19baa1388b7489941ddefd189948e970bc59e12018f9fd8928a5bbe564453c0899d41a295ab7182888f129a95a3e8c88cac9b&refreshrate=30&title=729d9a95a1979d7a&width=1024&height=576&parkid=mora&alttext=729d9b99a590883f4fdc2893850eb86c52d2af6494a38cba9faa52bbbd0a8047dbe8ca88988f9210c2d335108f929392895df947580bcd949706bb94bc34af938603d79292ad8394b592d9efb596899e5a878baadad2&description=729d9b99a590883f4fdc2893850eb86c52d2af6494a38cba9faa52bbbd0a8047dbe8ca88988f9210c2d335108f929392895df947580bcd949706bb94bc34af938603d79292ad8394b592d9efb596899e5a878baadad2,Longmire Webcam (U.S. National Park Service),12
nps.gov/customcf/webcam/rd/dsp_webcam_image.cfm?webcam=56868082f6d1c0684bc473899d0af3784984e6619eaccfaf9abc5f9db5068a06c6f6dd9b94d5910fcb&thumbnail=56868082f6d1c0684bc473899d0af3784984e6619eaccfaf9abc5f9db5068a06c6f6dd9b94d5910fcb&refreshrate=30&title=6a859bd2819b8b765fda3382&width=1024&height=576&parkid=glac&alttext=779f9595a9de80791ce034898209bc7706bfa66395bacda799ef1b94f913814c92cfc995d9b69e1bc5901e0b83dea19a8b56bc4a&description=6a859bd2819b8b765fda3382cd0ebc6c069da7759eeecdee9aae1b94f90f9c4b92f4d8da98988f16da9a031ccade879a954eb0504210cd949f5fef8bb171b3dc8a088483dcaf8f95b588d1bd8ad9868b45878faa90d2a697d3b2a1bf6d8eadd25015bf6af69e958696b6595880fe82f18bfcce8059d38782b2a62cb209a81bba9b95835a4358c8eb9b21b6c90154010a578f39bbb384a59cacfdbebab18aec938b134bf579c7a34ba2ddb07cad42fa4499aefe8c8f5e598e934fbc8eaa0e95543e13b92592d37857a0894c93749757b7d3afb8f44eb41b96905192f8fcc757efc76cb8f592bec744ac5680399a928e98138e0e9d878888dea751b9fc91a88a4b3f5f87b135bc8e4a9ebf9d9af4e54f85920a889d8cef1289c7c2d6fadee79da5b4ee848f59915ac682faba9207d49e8e52aac7481d0f10f39c3f91a67f8910d087a0578ba4d1d06e461bc6ac905f975edbfc9acf8b84559c990b5686405fee569f959285fe89bfca9513859c41a15e9cf9b1815e829b2e394caa1759c8,Two Medicine Webcam (U.S. National Park Service),12
nsopw.gov/,United States Department of Justice National Sex Offender Public Website,12
nsopw.gov/en/search/printview,NSOPW Print View,12
opm.gov/policy-data-oversight/pay-leave/salaries-wages/2016/locality-pay-area-definitions/,Locality Pay Area Definitions,12
or.water.usgs.gov/precip/,City of Portland HYDRA Rainfall Network,12
portal.hud.gov/hudportal/hud?src=/topics/buying_a_home,Buying a Home/U.S. Department of Housing and Urban Development (HUD),12
portal.hud.gov/hudportal/hud?src=/topics/rental_assistance,Rental Assistance/U.S. Department of Housing and Urban Development (HUD),12
quickfacts.census.gov/qfd/states/00000.html,USA QuickFacts from the US Census Bureau,12
safeharbor.export.gov/list.aspx,Safe Harbor - List,12
sam.gov/https://www.sam.gov/portal/sam/?portal:componentid=8299f805-1104-477a-a974-ec7ce34f9a65&interactionstate=jbpns_ro0abxcwabbfannmqnjpzgdlvmlld0lkaaaaaqapl2pzzi9mb290zxiuannwaadfx0vprl9f&portal:type=action,System for Award Management,12
sam.gov/https://www.sam.gov/portal/sam/?portal:componentid=f5018dec-3dbd-41f4-97da-37591bc0a967&interactionstate=jbpns_ro0abxcwabbfannmqnjpzgdlvmlld0lkaaaaaqapl2pzzi9mb290zxiuannwaadfx0vprl9f&portal:type=action,System for Award Management,12
sm.myhealth.va.gov/mhv-sm-web/closemessage.action,My HealtheVet - Secure Messaging - Inbox,12
spanish.caracas.usembassy.gov/b1_b2.html,"Visas B-1/B-2 (Visitante Temporal por Negocios o por Placer) | Caracas, Venezuela - Embajada de los Estados Unidos",12
spanish.peru.usembassy.gov/visas/no-inmigrante/procedimiento.html,"Cómo solicitar una visa | Lima, Peru - Embajada de Los Estados Unidos",12
spc.noaa.gov/products/outlook/day2otlk.html,"Storm Prediction Center Dec 17, 2015 1730 UTC Day 2 Convective Outlook",12
ssa.gov/retire/,Social Security Retirement Benefits - Online Application Information,12
stopbullying.gov/cyberbullying/what-is-it/index.html,What is Cyberbullying | StopBullying.gov,12
studentaid.ed.gov/sa/eligibility,Who Gets Aid | Federal Student Aid,12
studentaid.ed.gov/sa/types/grants-scholarships,Grants and Scholarships | Federal Student Aid,12
travel.state.gov/content/visas/en/immigrate/nvc/nvc-contact-information.html,NVC Contact Information,12
travel.state.gov/vpv404/content/travel/en/404.html/,404 - Page Not Found,12
treasury.gov/resource-center/sanctions/programs/pages/programs.aspx,Sanctions Programs and Country Information,12
us-cert.gov/ncas/current-activity/2015/12/17/juniper-releases-out-band-security-advisory-screenos,Juniper Releases Out-of-band Security Advisory for ScreenOS | US-CERT,12
usaid.gov/,U.S. Agency for International Development,12
usajobs.gov/applicant/profile/preferences,USAJOBS - Profile - Preferences,12
usajobs.gov/applicant/savedsearches/listsavedsearches,USAJOBS - Saved Searches,12
usajobs.gov/jobsearch/search/getresults?organizationid=ks00,USAJOBS - The Federal Government’s Official Jobs Site,12
usastaffing.opm.gov/usastaffing/common/advancedfind.aspx,USA Staffing®,12
usastaffing.opm.gov/usastaffing/staffing/vacancy/vacancycasedocs.aspx,Case File Documents Page,12
uscis.gov/i-485-addresses,"Direct Filing Addresses for Form I-485, Application to Register Permanent Residence or Adjust Status | USCIS",12
usmint.gov/,The United States Mint,12
water.weather.gov/ahps2/index.php?wfo=pqr,Advanced Hydrologic Prediction Service: Portland,12
weather.gov/aly/,"Albany, NY",12
whitehouse.gov/live,Live Events | whitehouse.gov,12
whitehouse.gov/live/president-obama-speaks-national-counterterrorism-center?source=socnet_tw_ofa_20151217_bo_delivers-statement_promo_1,President Obama Speaks at the National Counterterrorism Center | whitehouse.gov,12
wrh.noaa.gov/rev/,"National Weather Service - Reno, NV",12
ai.fmcsa.dot.gov/sms/search/index.aspx,Safety Measurement System - Simple Search,11
aids.gov/hiv-aids-basics/just-diagnosed-with-hiv-aids/hiv-in-your-body/stages-of-hiv/,Stages of HIV Infection,11
apps.irs.gov/app/withholdingcalculator/index.jsp,2015 Withholding Calculator,11
askebsa.dol.gov/vfcpcalculator/webcalculator.aspx,VFCP Calculator - Lost Earnings,11
benefits.va.gov/compensation/process.asp,Claims Process - Compensation,11
blog.ed.gov/2015/12/your-federal-student-loans-just-got-easier-to-repaye/?sf43283464=1,Your Federal Student Loans Just Got Easier to REPAYE | ED.gov Blog,11
caweb.sba.gov/clcs/dsp_search.cfm,SBA - CLCS - Search,11
caweb.sba.gov/elipsapps/,ELIPS,11
cdc.gov/flu/about/disease/symptoms.htm,Flu Symptoms & Severity | Seasonal Influenza (Flu) | CDC,11
cdc.gov/growthcharts/clinical_charts.htm,Growth Charts - Clinical Growth Charts,11
cdc.gov/hand-foot-mouth/about/prevention-treatment.html,Hand Foot and Mouth Disease | Prevention and Treatment | HFMD | CDC,11
cdc.gov/hpv/,HPV | Home | Human Papillomavirus | CDC,11
cdc.gov/hpv/parents/whatishpv.html,HPV | What is HPV | Human Papillomavirus | CDC,11
cdc.gov/malaria/travelers/drugs.html,CDC - Malaria - Travelers - Choosing a Drug to Prevent Malaria,11
cdc.gov/nchs/w2w.htm,Where to Write for Vital Records - Homepage,11
cdc.gov/nczved/divisions/dfbmd/diseases/campylobacter/,"CDC - Campylobacter, General Information - NCZVED",11
cdc.gov/norovirus/,Norovirus | Home | CDC,11
cdc.gov/std/hpv/pap/,Making Sense of Your Pap & HPV Test Results,11
cdc.gov/std/spanish/clamidia/stdfact-chlamydia-s.htm,Clamidia - Enfermedades de transmisión sexual,11
cdc.gov/vaccines/,Vaccines: HOME page for Vaccines and Immunizations site,11
ceac.state.gov/ivapp/ivapp/complete/complete_contact2.aspx?node=addressphone2,Immigrant Visa - Mailing and Permanent Address Information,11
ceac.state.gov/ivapp/ivapp/esign/complete_done.aspx?node=done,Immigrant Visa and Alien Registration - Confirmation Page,11
chesapeakebay.noaa.gov/fish-facts/menhaden,Menhaden - Fish Facts - chesapeakebay.noaa.gov,11
consumerfinance.gov/askcfpb/1447/what-best-way-negotiate-settlement-debt-collector.html,What is the best way to negotiate a settlement with a debt collector? > Consumer Financial Protection Bureau,11
consumerfinance.gov/complaint/,Submit a complaint > Consumer Financial Protection Bureau,11
dhs.gov/real-id-enforcement-brief,REAL ID Enforcement in Brief | Homeland Security,11
eauth.va.gov/ebenefits/manage/education,Manage Education Benefits - eBenefits,11
eauth.va.gov/wssweb/wss-common-webparts/mvc/messagecenter,Page Template - Release 3.2 Redesign - eBenefits,11
ebuy.gsa.gov/advantage/ebuy/seller/active_rfqs.do?sort=issuetimedate,GSA Advantage! eBuy Active RFQs,11
energystar.gov/about/federal_tax_credits,Federal Tax Credits for Consumer Energy Efficiency | About ENERGY STAR | ENERGY STAR,11
epa.gov/bedbugs/do-it-yourself-bed-bug-control,Do-it-yourself Bed Bug Control | Bed Bugs: Get Them Out and Keep Them Out | US EPA,11
epa.gov/sites/production/files/widgets/lead-safe-certification.html,Protect Your Family. Look for the Logo. | US EPA,11
export.gov/safeharbor/,(not set),11
faa.gov/regulations_policies/faa_regulations/,FAA Regulations,11
faa.gov/uas/legislative_programs/section_333/,Section 333,11
faa.gov/uas/legislative_programs/section_333/333_authorizations/,Authorizations Granted Via Section 333 Exemptions,11
faq.ssa.gov/ics/support/kbanswer.asp?questionid=3734,How do I apply for Social Security retirement benefits?,11
fec.gov/finance/disclosure/advindsea.shtml,Advanced Individual Search,11
fec.gov/finance/disclosure/candcmte_info.shtml,Committee/Candidate Search,11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 36.12°N and Longitude 95.92°W,11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 39.98°N and Longitude 83°W (Elev. 784 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 40.82°N and Longitude 96.68°W (Elev. 1214 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 43.76°N and Longitude 116.1°W (Elev. 6535 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 45.34°N and Longitude 121.72°W (Elev. 6339 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 47.62°N and Longitude 122.36°W (Elev. 105 ft),11
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 48.38°N and Longitude 116.63°W (Elev. 5469 ft),11
ftc.gov/news-events/blogs/business-blog/2015/12/ftcs-100-million-settlement-lifelock-may-enforce-be-you,FTC’s $100 million settlement with LifeLock: May (en)force be with you | Federal Trade Commission,11
fws.gov/wetlands/data/mapper.html,Wetlands Mapper,11
grants.nih.gov/grants/funding/424/index.htm,SF424 (R&R) Application and Electronic Submission Information | grants.nih.gov,11
hrsa.gov/loanscholarships/scholarships/nursing/checklist.html,Application Checklist,11
irs.gov/affordable-care-act,Affordable Care Act (ACA) Tax Provisions,11
irs.gov/individuals,Online Services and Tax Information for Individuals,11
irs.gov/individuals/identity-protection,"Identity Protection: Prevention, Detection and Victim Assistance",11
irs.gov/individuals/self-employed,Self-Employed Individuals Tax Center,11
irs.gov/publications/p590a/ch01.html,"Publication 590-A (2014), Contributions to Individual Retirement Arrangements (IRAs)",11
irs.gov/taxtopics/tc502.html,Tax Topics - Topic 502 Medical and Dental Expenses,11
irs.gov/uac/about-form-1095-b,"Form 1095-B, Health Coverage",11
"irs.gov/uac/form-w-8ben,-certificate-of-foreign-status-of-beneficial-owner-for-united-states-tax-withholding","Form W-8BEN, Certificate of Foreign Status of Beneficial Owner for United States Tax Withholding",11
irs.gov/uac/newsroom/irs-reiterates-warning-of-pervasive-telephone-scam,IRS Reiterates Warning of Pervasive Telephone Scam,11
irs.gov/uac/tools,Tools,11
myhealth.va.gov/mhv-portal-web/anonymous.portal?_nfpb=true&_windowlabel=userregistrationportlet&userregistrationportlet_actionoverride=/gov/va/med/mhv/usermgmt/register/saveaction&_pagelabel=registrationhome,My HealtheVet,11
nasa.gov/redplanet/viking.html,Viking Mission Overview | NASA,11
nature.nps.gov/air/webcams/parks/grcacam/grcacam.cfm,National Park Service,11
nature.nps.gov/air/webcams/parks/grsmpkcam/grsmpkcam.cfm,National Park Service,11
niddk.nih.gov/health-information/health-topics/diabetes/hypoglycemia/pages/index.aspx,Hypoglycemia | National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),11
niddk.nih.gov/health-information/health-topics/diabetes/insulin-resistance-prediabetes/pages/index.aspx,Insulin Resistance and Prediabetes | National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),11
niehs.nih.gov/news/newsletter/2015/1/spotlight-ones/index.htm,Environmental Factor - January 2015: ONES awardee honored by Society of Toxicology,11
nlm.nih.gov/medlineplus/ency/article/003206.htm,Numbness and tingling: MedlinePlus Medical Encyclopedia,11
nlm.nih.gov/medlineplus/ency/article/003643.htm,WBC count: MedlinePlus Medical Encyclopedia,11
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a682279-es.html,Clonazepam: MedlinePlus medicinas,11
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a693050-es.html,Omeprazol: MedlinePlus medicinas,11
nlm.nih.gov/medlineplus/spanish/druginfo/meds/a697048-es.html,Sertralina: MedlinePlus medicinas,11
nlm.nih.gov/medlineplus/spanish/ency/article/000287.htm,Pancreatitis aguda: MedlinePlus enciclopedia médica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000356.htm,Hipertiroidismo: MedlinePlus enciclopedia médica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000386.htm,Bajo nivel de azúcar en la sangre: MedlinePlus enciclopedia médica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000737.htm,Esclerosis múltiple: MedlinePlus enciclopedia médica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000853.htm,Dermatitis atópica: MedlinePlus enciclopedia médica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000857.htm,Herpes genital : MedlinePlus enciclopedia médica,11
nlm.nih.gov/medlineplus/spanish/ency/article/000858.htm,Zóster: MedlinePlus enciclopedia médica,11
nlm.nih.gov/medlineplus/spanish/ency/article/002405.htm,Vitamina D: MedlinePlus enciclopedia médica,11
nlm.nih.gov/medlineplus/spanish/ency/article/003138.htm,Orina con sangre: MedlinePlus enciclopedia médica,11
nlm.nih.gov/medlineplus/spanish/ency/article/003187.htm,Dolor de rodilla: MedlinePlus enciclopedia médica,11
nlm.nih.gov/medlineplus/spanish/ency/article/003645.htm,Hemoglobina: MedlinePlus enciclopedia médica,11
noaanews.noaa.gov/stories2015/101515-noaa-strong-el-nino-sets-the-stage-for-2015-2016-winter-weather.html,NOAA: Strong El Niño sets the stage for 2015-2016 winter weather,11
nps.gov/aboutus/workwithus.htm,Work with Us (U.S. National Park Service),11
nps.gov/yell/index.htm,Yellowstone National Park (U.S. National Park Service),11
nrc.gov/site-help/search.html?site=allsites,NRC: Search Results,11
oceanexplorer.noaa.gov/facts/plate-boundaries.html,What are the different types of plate tectonic boundaries?,11
opm.gov/retirement-services/contact-retirement/,Contact Retirement,11
portal.hud.gov/hudportal/hud?src=/fhafaq,FHAFAQ,11
portal.hud.gov/hudportal/hud?src=/program_offices/field_policy_mgt/localoffices,"HUD's Local Offices",11
socialsecurity.gov/disabilityssi/ssi.html,Supplemental Security Income (SSI) Benefits,11
socialsecurity.gov/medicare/prescriptionhelp/,Extra Help with Medicare Prescription Drug Plan Costs,11
socialsecurity.gov/pubs/calendar.htm,Social Security Publications,11
spanish.argentina.usembassy.gov/visas_temporarias/cmo-solicitar-la-cita.html,"Trámite de solicitud de visa por primera vez | Buenos Aires, Argentina - Embajada de los Estados Unidos",11
ssa.gov/planners/retire/retirechart.html,Retirement Planner: Full Retirement Age,11
step.state.gov/step/pages/individuals/accountinfo.aspx,Profile Infomation,11
studentaid.ed.gov/sa/contact,Contact Us | Federal Student Aid,11
studentaid.ed.gov/sa/fafsa/filling-out,Filling Out the FAFSA | Federal Student Aid,11
studentaid.ed.gov/sa/repay-loans/forgiveness-cancellation/charts,"Forgiveness, Cancellation, and Discharge Charts | Federal Student Aid",11
travel.state.gov/content/passports/en/country/cuba.html,Cuba,11
travel.state.gov/content/passports/en/passports/information/application-status.html,Application Status,11
travel.state.gov/content/visas/en/fees/fees-visa-services.html,Fees for Visa Services,11
travel.state.gov/content/visas/en/immigrate/immigrant-process/approved/step_2_pay_fees.html,Pay Fees,11
treasury.gov/auctions/irs/cat_real7.htm,IRS Auction - Category Page,11
usa.gov/replace-vital-documents,Replace Your Vital Records | USA.gov,11
usajobs.gov/applicant/profile/hiringeligibilitydata,USAJOBS - Profile - Hiring Eligibility,11
usajobs.gov/applicant/profile/personalinformation,USAJOBS - Profile - Personal Information,11
usajobs.gov/getjob/viewdetails/424448600,USAJOBS - Search Jobs,11
usajobs.gov/support,USAJOBS - Support,11
usajobs.gov/veterans,USAJOBS - Veterans,11
uscis.gov/g-325a,Biographic Information | USCIS,11
uscis.gov/green-card/green-card-through-family/green-card-immediate-relative-us-citizen,Green Card for an Immediate Relative of a U.S. Citizen | USCIS,11
uscis.gov/humanitarian/temporary-protected-status,Temporary Protected Status | USCIS,11
uscis.gov/i-131,Application for Travel Document | USCIS,11
uscis.gov/n-600,Application for Certificate of Citizenship | USCIS,11
uscis.gov/us-citizenship,U.S. Citizenship | USCIS,11
uscis.gov/us-citizenship/citizenship-through-parents,Citizenship Through Parents | USCIS,11
va.gov/oalc/career.asp,"OALC Career Opportunities - Office of Acquisition, Logistics, and Construction",11
vets.gov/gi-bill-comparison-tool,GI Bill Comparison Tool - Vets.gov,11
weather.gov/bis/,"Bismarck, ND",11
weather.gov/cle/,"Cleveland, OH",11
weather.gov/dtx/,"Detroit/Pontiac, MI",11
weather.gov/gjt/,"Grand Junction, CO",11
weather.gov/ict/,"Wichita, Kansas",11
whitehouse.gov/1600/presidents,The Presidents | whitehouse.gov,11
wrh.noaa.gov/eka/,National Weather Service - NWS Eureka,11
wrh.noaa.gov/map/?wfo=pdt,Weather and Hazards Data Viewer,11
wrh.noaa.gov/psr/,National Weather Service - NWS Phoenix,11
www3.epa.gov/climatechange/wycd/school.html,What You Can Do At School | Climate Change | US EPA,11
apod.nasa.gov/apod/archivepix.html,Astronomy Picture of the Day Archive,10
apps.irs.gov/app/scripts/exit.jsp?dest=http://www.eftps.gov/,IRS Disclaimer,10
archives.gov/exhibits/charters/bill_of_rights_transcript.html,Bill of Rights Transcript Text,10
benefits.gov/,Benefits.gov - Your Path to Government Benefits,10
benefits.va.gov/benefits/applying.asp,Applying for Benefits - Veterans Benefits Administration,10
bls.gov/jobs/statetax.htm,State Tax Withholding Forms,10
bls.gov/ooh/business-and-financial/accountants-and-auditors.htm,Accountants and Auditors : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,10
catalog.usmint.gov/coins/gold-coins/,Gold Coins | Buy US Mint Gold Coins Online,10
catalog.usmint.gov/product-schedule/,Sites-USM-Site,10
cbp.gov/travel/trusted-traveler-programs/global-entry/frequently-asked-questions,Global Entry Frequently Asked Questions | U.S. Customs and Border Protection,10
cdc.gov/features/tbsymptoms/,Tuberculosis (TB) Disease: Symptoms & Risk Factors | Features | CDC,10
cdc.gov/hand-foot-mouth/about/index.html,Hand Foot and Mouth Disease | About HFMD | CDC,10
cdc.gov/meningitis/index.html,Meningitis | Home | CDC,10
cdc.gov/pertussis/about/signs-symptoms.html,Pertussis | Whooping Cough | Signs and Symptoms | CDC,10
cdc.gov/vaccines/vpd-vac/shingles/vacc-need-know.htm,Vaccines: VPD-VAC/Shingles/Shingles (Herpes zoster) Vaccination: What You Need to Know,10
ceac.state.gov/ctrac/invoice/signon.aspx?node=signon,Sign In Page,10
ceac.state.gov/genniv/general/review/review_reviewfamily.aspx?node=reviewfamily,Nonimmigrant Visa - Review Family Information,10
ceac.state.gov/genniv/general/review/review_reviewlocation.aspx?node=reviewlocation,Non-Immigrant Visa - Review Location,10
census.gov/geo/maps-data/data/tiger-line.html,TIGER/Line® - Geography - U.S. Census Bureau,10
choosemyplate.gov/grains,All about the Grains Group | Choose MyPlate,10
consumer.ftc.gov/articles/0076-phone-scams,Phone Scams | Consumer Information,10
consumer.ftc.gov/articles/0262-stopping-unsolicited-mail-phone-calls-and-email,"Stopping Unsolicited Mail, Phone Calls, and Email | Consumer Information",10
consumer.ftc.gov/scam-alerts,Scam Alerts | Consumer Information,10
cpsc.gov/en/recalls/2016/skip-hop-recalls-crib-mobiles/,Skip Hop Recalls Crib Mobiles Due to Injury Hazard | CPSC.gov,10
dol.gov/whd/contacts/state_of.htm,U.S. Department of Labor — Wage and Hour Division (WHD) — State Labor Offices,10
dol.gov/whd/overtime/nprm2015/factsheet.htm,Overtime NPRM - WHD Fact Sheet - U.S. Department of Labor - Wage and Hour Division (WHD),10
dsbs.sba.gov/dsbs/search/dsp_profilelist.cfm?requesttimeout=180,SBA - SBA Search Results,10
earthobservatory.nasa.gov/,NASA Earth Observatory : Home,10
eauth.va.gov/ebenefits/disabilities,Disabilities - eBenefits,10
eric.ed.gov/,ERIC - Education Resources Information Center,10
eric.ed.gov/,ERIC - Search Results,10
faq.ssa.gov/ics/support/kbanswer.asp?questionid=3881,Selected Topic,10
fda.gov/biologicsbloodvaccines/guidancecomplianceregulatoryinformation/post-marketactivities/lotreleases/ucm454877.htm?source=govdelivery,Lot Release (Biologics) > Influenza Virus Vaccine for the 2015-2016 Season,10
foodsafety.gov/keep/charts/hamstoragechart.html,Ham Storage Chart | FoodSafety.gov,10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 35.11°N and Longitude 106.64°W (Elev. 4990 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 36.17°N and Longitude 86.78°W (Elev. 479 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 39.77°N and Longitude 84.2°W (Elev. 801 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 40.64°N and Longitude 73.94°W (Elev. 10 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 42.96°N and Longitude 85.67°W (Elev. 620 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 44.91°N and Longitude 116.11°W (Elev. 4990 ft),10
forecast.weather.gov/mapclick.php,7-Day Forecast for Latitude 45.68°N and Longitude 111.05°W (Elev. 4774 ft),10
forecast.weather.gov/mapclick.php,Zone Area Forecast for Middle Tanana Valley,10
fsa.usda.gov/fsa/notices?area=home&subject=lare&topic=not&getdata=fsa,Notices,10
gsaadvantage.gov/advantage/s/search.do?searchtype=0&db=0,Search Results,10
gsaelibrary.gsa.gov/elibmain/home.do,Welcome to GSA eLibrary,10
help.usajobs.gov/index.php/jobs_for_federal_employees,Jobs for Federal Employees - USAJOBS Help,10
hhs.gov/ocio/about/contact/contact.html,Contact Us | HHS.gov,10
irs.gov/?145022707992378=,Internal Revenue Service,10
irs.gov/affordable-care-act/individuals-and-families,Affordable Care Act Tax Provisions for Individuals and Families,10
irs.gov/businesses/small-businesses-&-self-employed/estimated-taxes,Estimated Taxes,10
"irs.gov/credits-&-deductions/individuals/earned-income-tax-credit/eitc,-earned-income-tax-credit,-questions-and-answers","EITC, Earned Income Tax Credit, Questions and Answers",10
irs.gov/forms-&-pubs/order-products,Order Products,10
"irs.gov/government-entities/federal,-state-&-local-governments/group-term-life-insurance",Group-Term Life Insurance,10
"irs.gov/help-&-resources/tools-&-faqs/faqs-for-individuals/frequently-asked-tax-questions-&-answers/small-business,-self-employed,-other-business/form-1099-misc-&-independent-contractors/form-1099-misc-&-independent-contractors",Form 1099-MISC & Independent Contractors,10
irs.gov/individuals/general-itin-information,General ITIN Information,10
irs.gov/publications/p15b/ar02.html,"Publication 15-B (2014), Employer's Tax Guide to Fringe Benefits",10
irs.gov/publications/p529/ar02.html,"Publication 529 (2014), Miscellaneous Deductions",10
irs.gov/publications/p946/ch04.html,"Publication 946 (2014), How To Depreciate Property",10
irs.gov/tax-professionals/annual-filing-season-program,Annual Filing Season Program,10
irs.gov/uac/about-form-1040,"Form 1040, U.S. Individual Income Tax Return",10
irs.gov/uac/like-kind-exchanges-under-irc-code-section-1031,Like-Kind Exchanges Under IRC Code Section 1031,10
jpl.nasa.gov/spaceimages/details.php?id=pia20116,Space Images | Hephaestus Fossae,10
li-public.fmcsa.dot.gov/lilogin/pkg_eed_filer.prc_get_batch,Insurance Process Filings Page,10
msha.gov/,Mine Safety and Health Administration (MSHA),10
nasa.gov/audience/forstudents/postsecondary/features/f_astronaut_requirements.html,Astronaut Requirements | NASA,10
nasa.gov/mission_pages/newhorizons/main/index.html,New Horizons | NASA,10
nasa.gov/mission_pages/station/main/,International Space Station | NASA,10
nfc.usda.gov/clientservices/fms/,Financial Management Client Services | National Finance Center,10
